index,post,label
1559,no i do n t promote nordic superiority,0
1560,while my mother has blond hair brown eye s and my father brown hair blue eye s and i inherited my brown hair blue eye s from my father,0
1561,i do n t think that any white person with brown hair brown eye s is infirior to me,0
1562,forming one little place a village or a small community that is purely white and that no other race can enter or interact with unless it has majority consent,0
1563,it may have had something to do with me still working on it so i entered your vote through the moderator s edit option,0
1564,i miss my mark if the movie jack london was n t shown at the the jack london literary prize banquet,0
1565,please notice my lengthy thread showing just a small portion of the jobs available in this area,0
1566,also you can check out this website,0
1567,http wsd dli mt gov local kalispell,0
1568,btw update coming soon with info on my drive back to florida,0
1569,in august i will be driving up a completely different way,0
1570,yes it is a symbol in the past and has no place in the present because when it is used for the advancement of white nationalism it proves to only hold us back so thus it shouldn t be used and should go down in history where it belongs,0
1571,there have been several bears both grizzly and black caught or killed here in c falls in the last month,0
1572,in fact it looks like almost a dozen black bears have been euthanized all over western montana due to illegal feeding grizzly bear relocated in nw montana krtv com great falls montana,0
1573,i had to ride a bus downtown in the mid 70s to take the test for my ham radio license,0
1574,i got stuck next to a really huge black woman who stunk to high heaven and spent the entire ride with my face as close to the window as i could get,0
1575,i have n t rode a bus since,0
1576,i plan on making a trip to kalispell in early august,0
1577,thanks for the commentary mjodr now i m getting excited,0
1578,i just passed devil s lake nd where the flooding is,0
1579,it s massive,0
1580,they are moving the town of church s falls,0
1581,no pictures yet,0
1582,call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on may 1,1
1583,hats off to the knight s party,0
1584,for more on the knight s party,0
1585,welcome to the ku klux klan knights party,0
1586,this looks like a nice little town on paper,0
1587,lumberton texas in hardin county,0
1588,as of 2009 11 943 people 92 9 white 4 7 hispanic 9 mixed 7 asian 4 black 3 american indian 04 other race alone median income is 66 115,0
1589,i found this place because i was looking up kountze same county,0
1590,their cheerleaders went to court for their first amendment rights in putting bible verses on their football game banners won,0
1591,kountze is 70 white 23 black 5 hispanic so i looked in the area in a good way source city data,0
1592,this is a petition in opposition to the banning of golden dawn,0
1593,show your support for golden dawn and sign the petition https secure avaaz org en petition _ free _ country,0
1594,thanks both of you for that,0
1595,i have seen these things popping up more and more on youtube and i like it,0
1596,and nice website also,0
1597,you are not worth my time kid so this is the last answer you will get from me because you are now on my ignore list as are the rest of the losers that stayed with jenkins,0
1598,i run a small crew of skinheads in the vancouver portland area,0
1599,we distribute propaganda educate people help whites employ whites post online network keep our neighborhoods safe etc,0
1600,move the fight over to the other thread,0
1601,let s keep fights under one roof over there and keep this one fight free,0
1602,charlton heston is rolling over in his grave knowing an ape has been elected to the white house,1
1603,planet of the apes,0
1604,if anyone wants to watch sports whether white or non white let them,0
1605,the only sports i watch are the 99 white leagues my 6 white grandchildren play in,0
1606,now that the little troll is no longer going to nip at my pant s leg lets now look at the platform,0
1607,why do you have the need to celebrate anyone s birthday that day anyway,0
1608,i plan on celebrating being white that entire 24 hours,0
1609,there is no greater reason to be joyous than that,0
1610,this is a special thanks to all those who had the patience to wait it out while i constructed this article,0
1611,and that small group properly radicalized is the target audience of our propaganda efforts and shall be the nucleus of the new order of the ages,0
1612,no figures are available because none are made public,0
1613,it is certainly enough money to keep hundreds of jews employed by over a dozen companies involved in the certification process,0
1614,hey guys please go here to help us send the mexicans back to mexico,1
1615,we re also looking for people to sign our petition and give their opinions on the topic,0
1616,http www getmycountryback com,0
1617,strong firm parents who bring up their children with values are a good breeding ground for future leaders,0
1618,we ought to give this material a better edge for their advancement in life business and politics,0
1619,yeah it surprised me,0
1620,wisconsin should have way more than what this map shows,0
1621,i guess most of them keep to themselves,0
1622,that s a good point awake777,0
1623,turn off all pop up blockers zone alarm and so on,0
1624,kogo s online radio software is blocked by many of these blockers,0
1625,i hope we re above that sort of thing,0
1626,besides anyone really concerned about privacy and security will regularly scan for and remove any spyware on their computers,0
1627,well i was thinking human and i agree i think there could be some good in it providing it was wortrh it,0
1628,thanks but i ll pass,0
1629,i work in close proximity to more of them than i care to,0
1630,i watch very little television and what little i do watch sure as hell wo n t be spent as a study of the common s psyche,0
1631,or a classified section for employment or contract services,0
1632,actual names and places could be transmitted using the private message function,0
1633,we had about 500 people in dc last year for a rally and concert and several dozen more at a rally the same day in topeka,0
1634,the dc rally was organized by the national alliance but lots of other groups and non members were there as well the topeka rally was a joint wcotc national socialist rally,0
1635,i think that it is fair to say that the national alliance is a secular organization that has taken a specific stance against multicultural christianity for political reasons and has also had prominent members who have promoted non christian religions or spiritual paths,0
1636,the kikes probably put the leftist up to it to make it seem like they do n t have total control of everyone,1
1637,this is just some horny dumb kid,0
1638,we have more than a few of them but thankfully not every kid here is like this,0
1639,look at that evil slave ship with the evil slave master forcing the blacks to leave their utopian paradise in africa http www europeandailynews org wp anmigrants jpg,0
1640,as a brit my knowledge of american law is somewhat lacking but even i know that this holder groid has committed treason,1
1641,i have never heard a song by this idiot negro but the press is always talking about everything he says or does,0
1642,who tf cares,0
1643,where do you get that,0
1644,so if a child asks his parents what are they celebrating the parents will answer we are celebrating secularism,0
1645,i just do n t have the extra concern to care about tibet,0
1646,my home town is overran with spics and sec 8 coons at this junction,1
1647,it is called priorities,0
1648,look who is talking,0
1649,nothing has ever been as harmful to society as jews their savage beasts and their thoughtless gimmiegrunts,1
1650,for some reason these immigrants do n t have the same bad attitudes us blacks do,0
1651,hopefully they wo n t settle in us black communities and pick up their bad habits,1
1652,yeah after losing peanut butter as their claim to fame they ll have to fall back on the super soaker,1
1653,although the water gun had already been invented so imo its dumb to call it an invention super soaker inventor youtube,0
1654,can we have a warning before pictures like that are posted on here please,0
1655,or hide it behind a link or something,0
1656,oddly i would find it worst if she here black since negroes are the most inferior and scum bag humanoid race in our planet,1
1657,wtf is feminist about a child speaking out against being trafficked to an old pedophile or anyone else objecting to pedophilia,0
1658,yeah seems negroes are too stupid or too arrogant to use an existing thread so we see a new we be eguptshuns an sheet every week or so,1
1659,high time they get back to mother affika and fix that mess,1
1660,hey negro geniuses,0
1661,swim back to liberia with a jew under each arm,1
1662,we re speaking out against our race being destroyed and this guy is making up hypothetical scenarios about snack time and windowless rooms,0
1663,i can find my way out of the building on my own thank you,0
1664,we both know you ll just wait for me to figure it out and then later claim it was really you all along,0
1665,who said we invented literally everything useful,0
1666,stop showing off south asian functional illiteracy,1
1667,and sorry brown man your people did not invent non violence,0
1668,i suppose it is okay for everyone else to call me anything they want,0
1669,i reported dozens of posts but who knows if anything was done,0
1670,isn t wonderful to both be living in a free nation with a first amendment where you can have your dictionary definition that works for you and i can have my dictionary definition that works for me,0
1671,its a win win situation,0
1672,i was wondering the same thing,0
1673,maybe it was because of his repeated personal attacks in violation of the rules of the forum,0
1674,the black gene always comes out to be the dominant gene,0
1675,i have yet to see a half breed that came out dominantly white,0
1676,anyways smearing a single dna stem with black dna is horrible,1
1677,there is plenty of genetic diversity among white people,0
1678,shame on you for using such an ignorant and laughable argument,0
1679,whites are not all genetic copies of one another,0
1680,we have a good reason for it to but you people want to get in the way of it,0
1681,also it s not genocide stop calling it that,0
1682,thank you so much for enlightening us mystery guest,0
1683,we can all put down our torches go home and suck some jew d ck just like you,1
1684,dumb ass that was just more jew propaganda that shows their and your idiocy now go away with your bulls t,1
1685,what happens to a domesticated animal forced to fend for itself,0
1686,the above poster is correct when we stop supporting then they re in terrible danger,0
1687,blacks built the pyramids and the white house,0
1688,the lone ranger was black annie was a little black girl there were black vikings spartacus was black hercules was black the jews have two choices for past historical figures make them to be black or make them out to be crazy genocide white maniacs like in christopher columbus,0
1689,putting it out there that i am in for a meet up feel free to private message me,0
1690,i am located in vancouver,0
1691,someone always gets shot at that event this year it ll probably be much worse,0
1692,the blmtards are here they crashed the lbbqwtf parade last month lol,1
1693,i guess the yonge st retail district will be smashed and looted,1
1694,we do n t have black riots in texas and the blacks know why,0
1695,but one day there was a group of big black females gathered in front of the houston city hall,0
1696,hpd immediately responded with a few officers but were confused as to what they should do about this,0
1697,when the local tv station ran the video and explanation of the event the news anchors could not keep a straight face and its all broke down into uncontrollable laughter,0
1698,the big black females where shouting we want real teachers for our chilrens we do n t want dem blacks you ben sendin us we want real teachers jus like yo got in dem white people s schools,0
1699,the big black females pushed their way into the houston city counsel meeting and said all of the white teachers they used to have all quit do you wonder why and all you sent us to replace all them teachers was a bunch of dumb blacks,1
1700,well we wo n t stand for that no more,0
1701,we want real teachers white teachers just like you have in the white schools,0
1702,no jew has ever found a way to force a big black females to parrot marxist propaganda the way that little dumb liberal anti whites will,1
1703,i think having our own venue for our gatherings and events has helped build a good community of like minded people and with a comfortable place for us to promote our message to the people in attendance,0
1704,you should try the same thing where you are at and build things up there,0
1705,half of winning a fight is attitude,0
1706,i am not going to be beat down by a dyke fag or coon,1
1707,you are not a worthless white,0
1708,raising 1 healthy racially aware child is worth more than all the libtard and mud children in the world,1
1709,holocaust handbooks educate yourself youtube holocaust handbooks is the world s premiere revisionist book series,0
1710,download free pdf and kindle versions or order paperback hardcopies,0
1711,visit http holocausthandbooks com today,0
1712,try here amazon com,0
1713,i see they have one for 116,0
1714,also available with other on line sources https www amazon com s ie utf8 ke l _ 175hzupf6t _ b,0
1715,best wishes with this important new project from a pagan perspective it is encouraging to see renewed interest in pre christian european folk heritage,0
1716,so trudeau is sneaking them in like that,0
1717,could trudeau s buddies have set the fires for him at his request,0
1718,there have been court cases for asylum by white south africans in canada that the south african government has spent millions fighting though they have not spent a cent on the 300 asylum applications by blacks in the us,0
1719,sometimes i wonder if it is because whites are so much smarter that they find it harder to run together as opposed to independently,1
1720,it is easier for other races to follow the herd but not whites,1
1721,that is a blessing and a curse at the same time,0
1722,lol this happened in the neighborhood i just moved out of,0
1723,i worked in that mcdonald s when i was 18 years old,0
1724,i have seamonkey open right now i ve had it on my computer for about a week now but i just ca n t get used to using it,0
1725,our people do n t need to feel down about all this and neither do we need to turn off new member prospects from this fine place so a little less crying and a little more doing is called for,0
1726,most importantly draw that mental line in your head and once crossed unleash hell,0
1727,i find most people wait to long to react in a physical encounter,0
1728,i m not even gonna try and lie if i had money i d probably have a whole safe full of these,0
1729,if i could create a disease that wipes out all black s i would,1
1730,hiv aids is n t killing them off fast enough,1
1731,they breed faster,0
1732,meaning every explanation you ve given of what a haplogroup tends to be is inaccurate they mark genetic ancestors the mutations will be in the chromosomes,0
1733,yes and if i were a jewish supremacist i d want it that way too,0
1734,dumb goyim are a good revenue source,0
1735,unfortunately the jew controlled government will never allow this labeling every attempt for this racist even though there are hundreds of negro exclusive schools around this country,0
1736,thank you for your input,0
1737,i appreciate your contributions here have been a fan for a long time,0
1738,you weather the zionist storm well my brother,1
1739,which is why you build them far away from silos cities and targets of interest to a 1st world nuclear adversary,0
1740,that letter would fall on deaf ears,0
1741,it might get the sender however on a list of potential troublemakers to watch,0
1742,woodstock is flanked by multicultural hell london and multicultural hell kitchener its a hopeless cause,0
1743,the brown and black filth are starting to creep into orillia and midland sadly,1
1744,yep forgot i had the thing wrapped in a jacket went to grab the jacket and the thing came tumblin out,0
1745,i can not call the government by an appropriate name,0
1746,i was brought up to believe that ladies do not use such language,0
1747,we say here that if we want to be lied to just watch the news,0
1748,like you i like certain movies tv series i absolutely abhor british telly in particular as they are always and in all ways promoting race mixing or homosexuality,0
1749,i ve gotten fatter over the years,0
1750,i used to be bikini model skinny,0
1751,i also have some acne on the side of my face i hide it with my long hair,0
1752,i read a web site not too long ago called the tfp org,0
1753,it has a camp for fathers and sons called the call to chivalry,0
1754,the outline for the events for the boys and their fathers was interesting,0
1755,you may want to read more about it,0
1756,yea i hate it when geysers of blood come shooting up from graves,0
1757,last weekend i was trying to lay some flowers on my grandad s grave when suddenly a blood geyser,0
1758,it happens with animals too i bought a chicken to cook on my way home from the graveyard and popped it in the fridge for the next day,0
1759,later i went to get a beer and when i opened the door yep you guessed it blood geyser,0
1760,also my neighbour s dog has poison teeth,0
1761,i left stormfront because i got tired of the petty bickering,0
1762,i came back because it looked like things had improved,0
1763,now it s gone back to the way it was when i left,0
1764,is it any wonder why the antis laugh at us,0
1765,any religion that is forced is against freewill given by god,0
1766,those who do n t believe are free to walk away and those who do believe are not forced against god s will,0
1767,whites should not be forced in atheistic view in kind,0
1768,sports a group of mit grads are launching a high tech product designed to turn any bicycle into an electric hybrid vehicle,0
1769,just as the bbc begins its campaign to stay in the eu and forever change the racial demographic of the uk and europe forever,0
1770,i posted this on sf a couple of years back,0
1771,the title was what it s like to teach black kids,0
1772,hitler was about as jewish as a negro is a chinaman,0
1773,people who utter such garbage such get a brain transplant,0
1774,yup africans breeding like cockroaches aids is not killing them off fast enough to stop their growth,1
1775,and they will flood into all white countries as much as they can,1
1776,so happy you remind me this i have a little altar portraying a bronze buste of beethoven on my bedside table along with one of wagner he was beethovenian fan too,0
1777,my sentiments exactly,0
1778,we need to focus on mobilizing europoid minds and using this science and building on it to save our from extinction and to least concerned status,0
1779,lars andersen simply must be cast as an elf by peter jackson in new hobbit lord of the rings movies,0
1780,make it happen,0
1781,i was at a gas station last week a guy came up to me too fast and too close and i almost went for my knife but at the last second i could see he meant no harm then he asked for directions,0
1782,i told him how to go and then said you ar n t from around here are ya lol,0
1783,the churches in my city are full of liberal school teachers,0
1784,they wo n t talk to me anymore and i wo n t go to church with them anymore,0
1785,cool but he is short with his draw and the draw weight looks light too,0
1786,military archery and speed shooting videos a little rant youtube,0
1787,7 minutes in and it s gorgeous,0
1788,and i like a slight tape hiss or needle crackle in a vintage recording though it disappears when the music gets louder,0
1789,thanks for the good stuff on here to show my kids,0
1790,we had dresden remembrance last year and will again this year,0
1791,your medical factors come in to play,0
1792,such as a person with one arm wheel chair ect,0
1793,but a healthy male can not get away with shooting a person in public because he gets shoved or thinks hes going to get punched,0
1794,california tried to pass a law requiring bio metric fingerprint id technology on guns last year sb 283,0
1795,it failed due to lack of funding,0
1796,law center to prevent gun violence,0
1797,gun law information experts,0
1798,why should they learn to read when the liberal jews down at the welfare office will tell them where to make their mark,0
1799,well in my opinion you dont have to maybe more white living on sports not only the players but also employees to serve the team,0
1800,that sounds promising and hopefully in time there will be a couple of more days added and the extra hour too,0
1801,could you upload a pic of this amazing set up,0
1802,i need to rebuild mine as we moved again and the cage did n t turn out right when rebuilding it,0
1803,fountains abbey partially destroyed many years ago but still beautiful,0
1804,shakespeare s globe a reconstruction highclere castle gloucester cathedral winchester cathedral st paul s cathedral,0
1805,factory nickel with carved pearl grip scales,0
1806,in a period basket stamped full top flap holster,0
1807,it was free,0
1808,lisa s grandpa won it in a department poker game back in the 30s,0
1809,used it as his service dress revolver,0
1810,gave away all my 38spl as my 38 is actually chambered for 38long,0
1811,was professionally recut for specials and was fed tens of thousands of them but i d rather order up the right rounds if i ever make a new hammer nose for it,0
1812,nobody but nobody has parts for 1920s basque made colt s w hybrids,0
1813,no i hope the negro is not all right ever,1
1814,the negro is for white genocide and i have nothing for the negro not even sympathy in any way,1
1815,i have green eyes which come from my celtic ancestry,0
1816,my mom has blue eyes and my dad has green eyes so i got his eyes,0
1817,i was referred to as a racist once,0
1818,i said well yes just like every other intelligent and honest person on earth,0
1819,the matter was quickly dropped,0
1820,i love that video so much,0
1821,i ve seen it before i believe it was here on sf but thank you for posting it again,0
1822,i have n t seen music for this floating around but if you have the sheet music for piano i d be happy to get to work on a transcription for you if you can send me a pdf or something,0
1823,you seem to have no grasp of the fact that it is the jews who have stolen german identities in the first place to blend in,0
1824,haha i was thinking the same thing,0
1825,these cops are nothing compared to ours hell half the time i think they enjoy tackling the perps,0
1826,green eyes are beautiful my grandfather has green eyes grandmother had brown my parents got brown eyes so i also have brown,0
1827,but if i could chose my eye colour it definitely would be green,0
1828,my mothers father is full blonde irish my mothers mother is english irish scottish my fathers father is a german with some scottish and my fathers mother is danish and norwegian making me 6ft4 blonde hair blue eyes with a big barrel chest just like my german grandfather,0
1829,nah man for me its enough,0
1830,i cant stand corruption at any level,0
1831,i havent even paid for not one single ppv so its not like im stopping my support lol by the way to the guy that said demian maia is white yes hes white just like erick silva,0
1832,just like mauricio rua,0
1833,just like rony jason,0
1834,skin color race i hope i dont have to come up with pictures of blonde jews,0
1835,im giving up watching mma for good,0
1836,im going to read a lot instead this summer,0
1837,a pleasure to be with you guys,0
1838,but ufc and tuf is rigged and staged,0
1839,just letting you know,0
1840,well i have been working on something for self defense in one of those situations in which guns have been confiscated essentially training with sledgehammer and axe in a shtf moment going old school barbarian might be one s only hope,0
1841,a few years back my son had a english teacher that was from south america that couldnt hardly speak english yet she was teaching it,0
1842,i always thought genocide was carried out with a bullet to the head when the victims were found ya know like every genocide since the advent of the bullet,0
1843,20 years from now we will see a 120 year old holocaust survivor tell there story of the horrors of the death camps and those nasty ss soldiers,0
1844,it just goes to show that kids have more common sense than many white adults sadly,0
1845,and it s true,0
1846,we live in a very mixed neighborhood and my son always gravitates toward the other white kids on the playground,0
1847,i read that there are very few changes from each edition and that the sole purpose for the changes is to ruin lesson plans and thwart the used book market,0
1848,the younger ones will say they are survivors because they were sperm in the men and eggs in the women,0
1849,there will always be survivors the juden will never let go of the holahoax,1
1850,if monkeys are on my property i call animal control and defend my family and property with whatever means possible simply talking sense to a monkey and pointing at it will not stop it from misbehaving,1
1851,axis history forum has a very large sticky on her and the whole video that was shot she ends up with a surviving group of people and even tries to crack a smile for the camera,0
1852,this part of the film is right when us personnel came on the scene and stopped the attacks as best they could,0
1853,this film makes my soul ache seeing man s inhumanity to man in live color,0
1854,the soldiers that were beaten and left for dead is wrenching all because they served their nation,0
1855,when i watch things like this i pray god will have vengeance on these sub humans even if they have asked for forgiveness,1
1856,this is unforgivable,0
1857,a puppet in the hands of the jews were zionist jewish states of america and the bolshevik soviet union,1
1858,the third reich was the only one in the world of white racial state,0
1859,race is a dogma on the physical world the will of the gods and the way of the buddha is the ultimate path,0
1860,both me and my wife would be very involved in every aspect of their schooling and the area we are moving to is very very white so will have to find out more from white parents already there that send their children to public school,0
1861,thanks for all the great replies its very helpful,0
1862,you could also open up the school via the internet just like the other schools have done in my area they have kids go to a class and learn via a feed from the teacher who could be hundreds or thousands of miles away,0
1863,now that would be an awesome white national school that everyone in the world can attend,0
1864,nice find on ebay as well,0
1865,i guess it is all jews because that rabbi guy who says we must to serve jews was a iraqi jew,1
1866,oh i m not worried about it,0
1867,in fact it happened a while back but it was creepy when it did happen,0
1868,i was able to sight it in before the rain started,0
1869,i have it sighted in at 350 yards,0
1870,shoots good groups,0
1871,i shot at 100 350 and 500 yards shoots like a dream,0
1872,well that s very good for you here in europe that s basically a dream,0
1873,is yours a university in dixie,0
1874,true but ever know the longer this bs war on terror goes the more high tech wonder war toys they keep coming out with,0
1875,retro grouch post of the day multispeed bmx s and 3 speed freewheels continued geared bmx bikes bmx society community forums here a 3 speed freewheel similar design on a bmx hub was a single speed freewheel hub in a bmx frame with added rear derailer,0
1876,http bmxsociety com uploads monthl 9887_thumb jpghttp bmxsociety com uploads monthly_05_2010 post 2192 127351673801_thumb jpg another photo showing the nice rims billet axle spacers and usa made paul rear derailer,0
1877,the fact is immoral and irresponsible parents will influence children to be immoral and irresponsible,0
1878,homosexuals practice a perverse lifestyle that destroys the body mind and soul just as drug use does merely two paths to the same destructive end,1
1879,ok thank you,0
1880,i ca n t wait to finish this course i think i have about 4 weeks left,0
1881,hell to have a teacher like this,1
1882,i will grin and bear it and keep on getting respectable grades,0
1883,i just pray i do not have to take anymore of her courses,0
1884,this is the argument homosexuals use to justify their behavior that because there are no red letters about it then homosexuality is not a bad thing,1
1885,everything in the nt is christ inspired and the nt has no requirement for circumcision,0
1886,christ s sacrifice eliminated the need for any other sacrifice and his covenant eliminated all others,0
1887,there is no requirement of circumcision found in the nt,0
1888,my advice print out a few good articles,0
1889,she ll quickly see that the info is good and the hate non existant,0
1890,this is a horrible idea,0
1891,kids are very receptive to learning and teaching,0
1892,if you do not teach your child morals who will the jew on the tv,0
1893,i went to columbia,0
1894,i wanted to shoot myself when i was there,0
1895,you re worried about affirmative action and liberals that s your spot,1
1896,i have always had the best results when i have teachers that are like me,0
1897,i have heard this from many different groups,0
1898,i prefer male teachers and my girlfriend says she likes female teachers,0
1899,the students who study arts tend to like bohemian teachers while i as a math student prefer more engineer type teachers,0
1900,my son s university has a college of liberal arts cla which awards b a degrees,0
1901,in one of the restrooms someone has drawn an arrow on the wall pointing towards the toilet paper and written cla degrees take one,0
1902,and that s the truth,0
1903,a b a is virtually useless,0
1904,tens of thousands of people graduate with these worthless degrees find out they re unemployable in today s bleak job market then take on several tens of thousands in more student debt to get a law or business degree and find out things are n t much better,0
1905,take a look at this blog for example,0
1906,some graduate programs will cater to working professionals and will do the bulk of the classes on line with only one or two days per month actually on campus,0
1907,you have to check around to see what is avaialble in your area within your desired field of study,0
1908,the holocaust never existed except in the minds of the people who believed it,1
1909,therefore everyone in this thread is a holocaust survivor,1
1910,your posting of this information is very useful,0
1911,most school age youth cannot access the main k k k site from their schools but they can access stormfront,0
1912,not this again as far as i m concerned it s just a photo of inmates burning clothes of typhus victims not corpses,0
1913,i m taking my college funds and using them to start a self sufficient farm,0
1914,though i might go to trade school to learn some basic carpentry skills,0
1915,it is the fault of the parents who do n t take an active role in their children s education though i think most stupid kids have stupid parents and the fault of the schools who let illiterate kids go on to the next grade,0
1916,i remember when my fifth grade teacher told us this story it made me feel special because i was the only blond kid in class,0
1917,green eyes though,0
1918,i guess i would be destined for the gas chambers,1
1919,the only problem is that jews were not destroyed by themselves or any one else,0
1920,like the parasites they are they simply moved to a new host to continue their destruction of western white civilization and culture,1
1921,the usa also had them during ww2,0
1922,japanese american internment u s govt propaganda youtube japanese american internment wikipedia the free encyclopedia the japanese american internment in america 1942,0
1923,and this same teacher will call the germans evil because they taught their school children the same thing about the jews,0
1924,there was an article in sunday s new york post about some jew fag that was stalking a famous fag anderson cooper,0
1925,whats your point,0
1926,that s what i intended,0
1927,i said drugs mess up babies that grow up and ruin society for everyone else,0
1928,there is no further analysis required,0
1929,can anyone give me some links or a loan company they went through for student loans,0
1930,i have tried more than 10 and none of them are accepting loans,0
1931,i can not get a stafford loan because of the stupid school i go to refuses to do student loans so they turned me down,0
1932,what other choices do i have,0
1933,i need the money,0
1934,a jew i know tried to get me arrested and set up numerous people i know despite him being a drug dealer himself,0
1935,i would personally like to welcome all my white brethren who want to join the fight in texas,0
1936,y all git your happy ass down here,0
1937,that is right he is an anti white bigot who wants to live around no blacks but wants to force other people to live around blacks,0
1938,war on iran in february 1 1 21 2012 in last december i learned that my brother and sisters would have a trip to india and dubai between feb 2 to feb 15 2012,0
1939,since my relatives used to be arranged for a trip when the feds has a new plan that means there will be a new framed case in february and it always comes with big events as distraction false flag terror attack war natural disaster or all of them,0
1940,a news proved my allegation,0
1941,it will be iran war this time,0
1942,iran to patrol us east coast mdash rt this report goes back to september the 28th last year,0
1943,i have not head much more about it since,0
1944,marxist subversion happened,1
1945,non whites happened,0
1946,the electric jew and sports happened to appease the masses of white people,0
1947,as long as we have sports and television most white people do not care,0
1948,the solution is simple,0
1949,break them up,1
1950,i saw a white and a black couple the other day and nearly went ballistic and got enraged,1
1951,there s enough oil for a few hundred more years actually,0
1952,they re just making it really expensive on purpose and making a panic,0
1953,annihilate you have been told that you are only welcome to post in general rants for time being,0
1954,please keep that in mind,0
1955,hey i ve heard of alot of those groups cept the hammerskins,0
1956,i looked them up on the internet and could onyl find hatewatch and anti sites,0
1957,who are they,0
1958,i put that they were good for white youth,0
1959,it teaches them direction in life and it is a plus for christian youth as it intermixes race and religion,0
1960,i heard that it s youth corps is really amazing and they are one of the few large groups that accept younger people,0
1961,every word the truth,0
1962,you got good friends kid and let me tell ya good friends are hard to come by,0
1963,response from a ucla blowhard oh shut the hell up you bumbling incompetent hack,0
1964,you fools could n t keep out a dangerous mental case from the third world,0
1965,all you liberals care about is diversity,1
1966,that s your real religion and you worship that false god above everything else every day,1
1967,this girl was almost made another human sacrifice to your false god,1
1968,the whole administration of ucla should be prosecuted as accomplices to every crime committed by quota students and unqualified foreign students whom they wrongly let in,0
1969,my fag jew teacher told my pricipal that i have white power markings on my binder and backpack i was suspended for 1 week,0
1970,i plan on putting out a lot of flyers for black history month anyone know of any anti black history month flyers,0
1971,or try yelling the nigs ya ll get suspended jumped and hopefully some new wn friends or ya ll die trying lol rohawa its a battle cry,1
1972,my beautiful blonde hair blue eyed niece annabella just turned 2 yesterday and it s my duty to educate and teach her white values and her heritage because she is the future of our white race and will someday bring some beautiful white children of her own into this wolrd,0
1973,let our race continue on,0
1974,enjoy having multiculturalism shoved down your throat fighting for israel and having a black or asian as your new best friend,0
1975,hey you youngsters check out the web site dedicated to skinhead rock and roll,0
1976,go check out my band in the review section of this oh so bad ass website,0
1977,check out the rebelsong downloads you can hear the newest up and coming white power bands cradlesong and patriots call,0
1978,here is the link http www geocities com switchblade ftheblood html,0
1979,angry aryans is probably my fav band,0
1980,all there music good,0
1981,check them out,0
1982,blue eyed devils are really good as well,0
1983,i would have jumped at the chance to get a gun for my birthday,0
1984,take a good thing when you see it,0
1985,i only wore it once to school and they told me either never wear again or be expeled i chose to never ahem show them again,0
1986,exactly man that is so right,0
1987,but be careful what you say some or anti white supremacism person might say ca n t we get over our petty differences like skin color or culture and get along,0
1988,i am not critisizing you are right we should all just grow up,0
1989,i must say this is creepy,0
1990,see if anyone you know that knows that you are on stormfront has your phone number,0
1991,it always cracked me up to see middle aged skinheads hobbling around with their pantlegs rolled up and suspenders hanging down,0
1992,it always screamed to me grow up,0
1993,its a shame really but watch out for those people because one day they ll turn round and tell their gun carrying black friends that you hate them because they ll black,0
1994,throw me a message as well folks,0
1995,hell ill even give out my pic on aim p ladieees p aim trilidon,0
1996,been a week since i put any poison in my body and i feel gread better every day dont have any craving anymore now i realize how stupid it was to start in the first place ps thanks for the suport,0
1997,hi im looken to recrute and i dont know anything bout how to so i was wondering if anyboby can help me out,0
1998,try looking at christian colleges i went to one these tend to have few if any asians,0
1999,also my college did not allow jews or homosexuals,0
2000,ya they are lazy drug attics and they cant get a real job all they do is deal drugs or they jump job to job to job,1
2001,actually i saw nicest thing the other day,0
2002,any wn in the the lancaster leominster clinton worcester bolton my town area in the 13 15 year age group,0
2003,i m im 8th grade and im 14,0
2004,i ve told my friends and all of them agree with me some only partially,0
2005,i guess i was lucky because all my friends were white and see the same problems i do,0
2006,normal hair is no fun braveheart nature intended us to be white having normal color hair was just an extra,0
2007,dyeing your hair is the right thing to do attack go and run me over a,0
2008,the next time you post something this long please quote a little bit and then leave the link for whoever wants to read the whole thing,0
2009,i had a pair of levi s that i wore whenever i did messy work they were my junk jeans i usually wear anything that fits me as for docs i rarely wear them anymore i wear sneakers now,0
2010,i hate to be the grammar teacher but you need to use paragraph and line breaks in the future for something like this,0
2011,and i went to an inner city high school i feel your pain,0
2012,yeah i watch the history channel all the time and i am in all the honor classes i just wanted to do something and yes i do have the muscle to back it up,0
2013,i think it s best if white men looked after white women in our schools,0
2014,it makes my flesh crawl when i see white girls having to be felt up as they walk down the hallways by big lipped spear chuckers attack,1
2015,if you have not already done so check out the stormfront south africa section in the international forums,0
2016,you will find several compatriots there,0
2017,aim hayden1488 icq 156598438 msn hayden _ 1488 yahoo hayden _ 1488 note you can also find out peoples logins for instant messager programs on our stormfront profiles,0
2018,and those of you who havent put your logins on there you should,0
2019,don t wander around kingston at night or you may end up tied to a tree with your genitals in a bowl nearby being pounded into mush for voo doo spells,1
2020,celts are tall or short blond brunette black headed or red headed light medium color or suntanned light or dark colored eyes freckled or non freckled,0
2021,a very diverse bunch,0
2022,now they ll start searching people before they can board a bus or they ll be installing metal detectors at the bus terminals,0
2023,jews are not only insane they are of literal demonic dna,1
2024,the link in my sig lne christian identity and identifying the jew explains this,1
2025,the money grubbers with their own entitlement mentality have their money as their tool and the the working class have government or guns,0
